-1.023929258616592e+01,         -1.0683753925159255e+01 
-1.0888762366905986e+01,        -9.884655386239665e+00 
-1.0340775660049152e+01,        -8.93769458067398e+00 
-1.0904773037386525e+01,        -7.520065558073275e+00 
-1.093074706330664e+01,         -6.939464224058304e+00 
-1.032906891858802e+01,         -5.637755504454841e+00 
-1.0527253487679546e+01,        -4.712207332706433e+00 
-1.0961120673747143e+01,        -3.900831578552943e+00 
-1.0352614109220811e+01,        -2.821246802519081e+00 
-1.0801613671558188e+01,        -1.6306410132636167e+00 
-1.0355914418361202e+01,        -7.909960529459716e-01
-1.0158994269954713e+01,        6.103472005019194e-01
-1.0765757152428575e+01,        1.8997976213402072e+00
-1.079122361946382e+01,         2.546266467193401e+00
-1.0979465905154544e+01,        3.232017871434303e+00
-1.0495316966600617e+01,        4.059070126038108e+00
-1.019861949614029e+01,         5.075011517800694e+00
-1.0468126224477427e+01,        6.214061398514678e+00
-1.0886786988159173e+01,        7.440508312196617e+00
-1.088504644771715e+01,         8.465710651714593e+00
-1.017713755910757e+01,         9.506040217910328e+00
-1.060048489827415e+01,         1.0556506487169464e+01
